region_name,region_code,reporting_year,poverty_line,headcount,poverty_gap,poverty_severity,watts,mean,spr,pg,estimate_type,reporting_pop,pop_in_poverty
World,WLD,2013,2.15,0.115221807,0.031759941,0.013814607,0.047258175,15.8254953,0.299911727,5.777686548,actual,7229303088,832973368
World,WLD,2014,2.15,0.110013932,0.030762011,0.013581253,0.046050305,16.02881345,0.295444584,5.68186326,actual,7317040295,804976370
World,WLD,2015,2.15,0.105139225,0.030143028,0.013519886,0.045316038,16.37008396,0.29066734,5.58067095,actual,7403850164,778435065
World,WLD,2016,2.15,0.102098869,0.030038281,0.013673025,0.044899168,16.76220982,0.288718096,5.515771137,actual,7490415449,764762944
World,WLD,2017,2.15,0.093510739,0.02830622,0.013198456,0.042290205,17.10407347,0.283034012,5.36015051,actual,7576441961,708478689
World,WLD,2018,2.15,0.087085716,0.027078505,0.012811069,0.040680587,17.58656232,0.27570392,5.19088518,actual,7660371127,667108903
World,WLD,2019,2.15,0.088304506,0.027838641,0.013163855,0.04147568,18.05260602,0.274767303,5.120909771,actual,7741774583,683633578
World,WLD,2020,2.15,0.096813957,0.030622116,0.014447659,0.045513176,17.88595986,0.275462628,5.284758591,actual,7820205606,757105052
World,WLD,2021,2.15,0.094528078,0.029923365,0.014120654,0.044570666,18.5102054,0.270074349,5.161252534,actual,7888305693,745666375
World,WLD,2022,2.15,0.08964803,0.028681217,0.013713757,0.042980817,18.65622109,0.266946004,5.069127678,actual,7950946801,712786719
World,WLD,2023,2.15,0.087910513,0.028270037,0.013558957,0.042332354,18.89859636,0.265100977,4.999970776,nowcast,8021376611,705163331
World,WLD,2024,2.15,0.085450116,0.027673423,0.013339208,0.041428138,19.18457039,0.262659695,4.929611374,nowcast,8095454412,691757521
